"year","state","state_po","county_name","county_fips","candidate","party","candidatevotes","totalvotes","percent_total_votes"
"2012","NORTH CAROLINA","NC","WILKES","37193","MITT ROMNEY","REPUBLICAN",20515,29145,70.3894321495968
"2012","NORTH CAROLINA","NC","WILSON","37195","BARACK OBAMA","DEMOCRAT",20875,39109,53.3764606612289
"2012","NORTH CAROLINA","NC","YADKIN","37197","MITT ROMNEY","REPUBLICAN",12578,16813,74.8111580324749
"2012","NORTH CAROLINA","NC","YANCEY","37199","MITT ROMNEY","REPUBLICAN",5278,9451,55.8459422283356
"2012","NORTH DAKOTA","ND","ADAMS","38001","MITT ROMNEY","REPUBLICAN",918,1286,71.3841368584759
"2012","NORTH DAKOTA","ND","BARNES","38003","MITT ROMNEY","REPUBLICAN",2964,5522,53.6762042738138
"2012","NORTH DAKOTA","ND","BENSON","38005","BARACK OBAMA","DEMOCRAT",1235,2157,57.2554473806212
"2012","NORTH DAKOTA","ND","BILLINGS","38007","MITT ROMNEY","REPUBLICAN",472,578,81.6608996539792
"2012","NORTH DAKOTA","ND","BOTTINEAU","38009","MITT ROMNEY","REPUBLICAN",2280,3555,64.1350210970464
"2012","NORTH DAKOTA","ND","BOWMAN","38011","MITT ROMNEY","REPUBLICAN",1280,1737,73.6902705814623
"2012","NORTH DAKOTA","ND","BURKE","38013","MITT ROMNEY","REPUBLICAN",769,1023,75.1710654936461
"2012","NORTH DAKOTA","ND","BURLEIGH","38015","MITT ROMNEY","REPUBLICAN",27951,43387,64.4225228755157
"2012","NORTH DAKOTA","ND","CASS","38017","MITT ROMNEY","REPUBLICAN",36855,73855,49.9018346760544
"2012","NORTH DAKOTA","ND","CAVALIER","38019","MITT ROMNEY","REPUBLICAN",1195,2069,57.7573707104882
"2012","NORTH DAKOTA","ND","DICKEY","38021","MITT ROMNEY","REPUBLICAN",1610,2535,63.5108481262327
"2012","NORTH DAKOTA","ND","DIVIDE","38023","MITT ROMNEY","REPUBLICAN",733,1162,63.0808950086059
"2012","NORTH DAKOTA","ND","DUNN","38025","MITT ROMNEY","REPUBLICAN",1506,2034,74.0412979351032
"2012","NORTH DAKOTA","ND","EDDY","38027","MITT ROMNEY","REPUBLICAN",634,1157,54.7968885047537
"2012","NORTH DAKOTA","ND","EMMONS","38029","MITT ROMNEY","REPUBLICAN",1435,1884,76.1677282377919
"2012","NORTH DAKOTA","ND","FOSTER","38031","MITT ROMNEY","REPUBLICAN",1030,1682,61.2366230677764
"2012","NORTH DAKOTA","ND","GOLDEN VALLEY","38033","MITT ROMNEY","REPUBLICAN",742,928,79.9568965517241
"2012","NORTH DAKOTA","ND","GRAND FORKS","38035","MITT ROMNEY","REPUBLICAN",15060,30029,50.1515201971428
"2012","NORTH DAKOTA","ND","GRANT","38037","MITT ROMNEY","REPUBLICAN",1025,1413,72.5406935598018
"2012","NORTH DAKOTA","ND","GRIGGS","38039","MITT ROMNEY","REPUBLICAN",771,1343,57.4087862993299
"2012","NORTH DAKOTA","ND","HETTINGER","38041","MITT ROMNEY","REPUBLICAN",1000,1362,73.4214390602056
"2012","NORTH DAKOTA","ND","KIDDER","38043","MITT ROMNEY","REPUBLICAN",870,1328,65.5120481927711
"2012","NORTH DAKOTA","ND","LAMOURE","38045","MITT ROMNEY","REPUBLICAN",1377,2194,62.7620783956244
"2012","NORTH DAKOTA","ND","LOGAN","38047","MITT ROMNEY","REPUBLICAN",810,1073,75.4892823858341
"2012","NORTH DAKOTA","ND","MCHENRY","38049","MITT ROMNEY","REPUBLICAN",1678,2712,61.8731563421829
"2012","NORTH DAKOTA","ND","MCINTOSH","38051","MITT ROMNEY","REPUBLICAN",1035,1530,67.6470588235294
"2012","NORTH DAKOTA","ND","MCKENZIE","38053","MITT ROMNEY","REPUBLICAN",2458,3451,71.2257316719791
"2012","NORTH DAKOTA","ND","MCLEAN","38055","MITT ROMNEY","REPUBLICAN",3141,4938,63.6087484811665
"2012","NORTH DAKOTA","ND","MERCER","38057","MITT ROMNEY","REPUBLICAN",3152,4455,70.7519640852974
"2012","NORTH DAKOTA","ND","MORTON","38059","MITT ROMNEY","REPUBLICAN",8680,13613,63.7625798868728
"2012","NORTH DAKOTA","ND","MOUNTRAIL","38061","MITT ROMNEY","REPUBLICAN",1962,3457,56.7544113393115
"2012","NORTH DAKOTA","ND","NELSON","38063","MITT ROMNEY","REPUBLICAN",865,1678,51.549463647199
"2012","NORTH DAKOTA","ND","OLIVER","38065","MITT ROMNEY","REPUBLICAN",693,1013,68.4106614017769
"2012","NORTH DAKOTA","ND","PEMBINA","38067","MITT ROMNEY","REPUBLICAN",1899,3255,58.3410138248848
"2012","NORTH DAKOTA","ND","PIERCE","38069","MITT ROMNEY","REPUBLICAN",1465,2178,67.2635445362718
"2012","NORTH DAKOTA","ND","RAMSEY","38071","MITT ROMNEY","REPUBLICAN",2665,4999,53.3106621324265
"2012","NORTH DAKOTA","ND","RANSOM","38073","BARACK OBAMA","DEMOCRAT",1343,2425,55.3814432989691
"2012","NORTH DAKOTA","ND","RENVILLE","38075","MITT ROMNEY","REPUBLICAN",851,1278,66.5884194053208
"2012","NORTH DAKOTA","ND","RICHLAND","38077","MITT ROMNEY","REPUBLICAN",4229,7613,55.5497175883357
"2012","NORTH DAKOTA","ND","ROLETTE","38079","BARACK OBAMA","DEMOCRAT",3353,4552,73.6599297012302
"2012","NORTH DAKOTA","ND","SARGENT","38081","BARACK OBAMA","DEMOCRAT",1075,2007,53.5625311410065
"2012","NORTH DAKOTA","ND","SHERIDAN","38083","MITT ROMNEY","REPUBLICAN",642,822,78.1021897810219
"2012","NORTH DAKOTA","ND","SIOUX","38085","BARACK OBAMA","DEMOCRAT",900,1144,78.6713286713287
"2012","NORTH DAKOTA","ND","SLOPE","38087","MITT ROMNEY","REPUBLICAN",341,437,78.0320366132723
"2012","NORTH DAKOTA","ND","STARK","38089","MITT ROMNEY","REPUBLICAN",8521,11633,73.2485171494885
"2012","NORTH DAKOTA","ND","STEELE","38091","BARACK OBAMA","DEMOCRAT",518,1042,49.7120921305182
"2012","NORTH DAKOTA","ND","STUTSMAN","38093","MITT ROMNEY","REPUBLICAN",5685,9558,59.4789704959196
"2012","NORTH DAKOTA","ND","TOWNER","38095","MITT ROMNEY","REPUBLICAN",623,1182,52.7072758037225
"2012","NORTH DAKOTA","ND","TRAILL","38097","MITT ROMNEY","REPUBLICAN",1996,3921,50.9053812802856
"2012","NORTH DAKOTA","ND","WALSH","38099","MITT ROMNEY","REPUBLICAN",2813,5096,55.2001569858713
"2012","NORTH DAKOTA","ND","WARD","38101","MITT ROMNEY","REPUBLICAN",16230,25463,63.7395436515729
"2012","NORTH DAKOTA","ND","WELLS","38103","MITT ROMNEY","REPUBLICAN",1654,2379,69.5250105086171
"2012","NORTH DAKOTA","ND","WILLIAMS","38105","MITT ROMNEY","REPUBLICAN",7184,9808,73.2463295269168
"2012","OHIO","OH","ADAMS","39001","MITT ROMNEY","REPUBLICAN",6865,11089,61.9081973126522
"2012","OHIO","OH","ALLEN","39003","MITT ROMNEY","REPUBLICAN",29502,48235,61.1630558722919
"2012","OHIO","OH","ASHLAND","39005","MITT ROMNEY","REPUBLICAN",15519,24330,63.7854500616523
"2012","OHIO","OH","ASHTABULA","39007","BARACK OBAMA","DEMOCRAT",23803,43064,55.2735463496192
"2012","OHIO","OH","ATHENS","39009","BARACK OBAMA","DEMOCRAT",18307,27638,66.238512193357
"2012","OHIO","OH","AUGLAIZE","39011","MITT ROMNEY","REPUBLICAN",17169,23405,73.3561204870754
"2012","OHIO","OH","BELMONT","39013","MITT ROMNEY","REPUBLICAN",16758,31564,53.0921302749968
"2012","OHIO","OH","BROWN","39015","MITT ROMNEY","REPUBLICAN",11916,19392,61.4480198019802
"2012","OHIO","OH","BUTLER","39017","MITT ROMNEY","REPUBLICAN",105176,170191,61.7988025218725
"2012","OHIO","OH","CARROLL","39019","MITT ROMNEY","REPUBLICAN",7315,13262,55.1575931232092
"2012","OHIO","OH","CHAMPAIGN","39021","MITT ROMNEY","REPUBLICAN",11045,18421,59.958742739265
"2012","OHIO","OH","CLARK","39023","MITT ROMNEY","REPUBLICAN",31816,64144,49.600897979546
"2012","OHIO","OH","CLERMONT","39025","MITT ROMNEY","REPUBLICAN",64208,96273,66.6936732001703
"2012","OHIO","OH","CLINTON","39027","MITT ROMNEY","REPUBLICAN",12009,18144,66.1871693121693
"2012","OHIO","OH","COLUMBIANA","39029","MITT ROMNEY","REPUBLICAN",25251,46051,54.8326855008577
"2012","OHIO","OH","COSHOCTON","39031","MITT ROMNEY","REPUBLICAN",8390,15739,53.3070716055658
"2012","OHIO","OH","CRAWFORD","39033","MITT ROMNEY","REPUBLICAN",11852,19803,59.8495177498359
"2012","OHIO","OH","CUYAHOGA","39035","BARACK OBAMA","DEMOCRAT",447232,644281,69.415674216685
"2012","OHIO","OH","DARKE","39037","MITT ROMNEY","REPUBLICAN",18108,25401,71.2885319475611
"2012","OHIO","OH","DEFIANCE","39039","MITT ROMNEY","REPUBLICAN",10176,18288,55.6430446194226
"2012","OHIO","OH","DELAWARE","39041","MITT ROMNEY","REPUBLICAN",60194,98761,60.9491600935592
"2012","OHIO","OH","ERIE","39043","BARACK OBAMA","DEMOCRAT",21793,39405,55.3051643192488
"2012","OHIO","OH","FAIRFIELD","39045","MITT ROMNEY","REPUBLICAN",41034,72068,56.9378919908975
"2012","OHIO","OH","FAYETTE","39047","MITT ROMNEY","REPUBLICAN",6620,11020,60.0725952813067
"2012","OHIO","OH","FRANKLIN","39049","BARACK OBAMA","DEMOCRAT",346336,570983,60.6560965913171
"2012","OHIO","OH","FULTON","39051","MITT ROMNEY","REPUBLICAN",11738,21268,55.1908971224375
"2012","OHIO","OH","GALLIA","39053","MITT ROMNEY","REPUBLICAN",7750,12595,61.5323541087733
"2012","OHIO","OH","GEAUGA","39055","MITT ROMNEY","REPUBLICAN",30589,50997,59.981959723121
"2012","OHIO","OH","GREENE","39057","MITT ROMNEY","REPUBLICAN",49819,83490,59.6706192358366
"2012","OHIO","OH","GUERNSEY","39059","MITT ROMNEY","REPUBLICAN",8993,16814,53.485190912335
"2012","OHIO","OH","HAMILTON","39061","BARACK OBAMA","DEMOCRAT",219927,418894,52.5018262376639
"2012","OHIO","OH","HANCOCK","39063","MITT ROMNEY","REPUBLICAN",22443,35694,62.8761136325433
"2012","OHIO","OH","HARDIN","39065","MITT ROMNEY","REPUBLICAN",7489,12449,60.1574423648486
"2012","OHIO","OH","HARRISON","39067","MITT ROMNEY","REPUBLICAN",4019,7141,56.2806329645708
"2012","OHIO","OH","HENRY","39069","MITT ROMNEY","REPUBLICAN",8257,14236,58.0008429334083
"2012","OHIO","OH","HIGHLAND","39071","MITT ROMNEY","REPUBLICAN",11410,17839,63.9609843601099
"2012","OHIO","OH","HOCKING","39073","MITT ROMNEY","REPUBLICAN",6285,12728,49.3793211816468
"2012","OHIO","OH","HOLMES","39075","MITT ROMNEY","REPUBLICAN",8702,11536,75.4334257975035
"2012","OHIO","OH","HURON","39077","MITT ROMNEY","REPUBLICAN",13060,24663,52.9538174593521
"2012","OHIO","OH","JACKSON","39079","MITT ROMNEY","REPUBLICAN",7904,13381,59.0688289365518
"2012","OHIO","OH","JEFFERSON","39081","MITT ROMNEY","REPUBLICAN",17034,33069,51.5104780912637
"2012","OHIO","OH","KNOX","39083","MITT ROMNEY","REPUBLICAN",17266,28388,60.8214738621953
"2012","OHIO","OH","LAKE","39085","MITT ROMNEY","REPUBLICAN",58744,118404,49.6131887436235
"2012","OHIO","OH","LAWRENCE","39087","MITT ROMNEY","REPUBLICAN",14651,25833,56.7142801842604
"2012","OHIO","OH","LICKING","39089","MITT ROMNEY","REPUBLICAN",45503,81390,55.9073596264897
"2012","OHIO","OH","LOGAN","39091","MITT ROMNEY","REPUBLICAN",13633,21137,64.4982731702701
"2012","OHIO","OH","LORAIN","39093","BARACK OBAMA","DEMOCRAT",81464,143253,56.8672209308008
"2012","OHIO","OH","LUCAS","39095","BARACK OBAMA","DEMOCRAT",136616,210218,64.9877745958957
"2012","OHIO","OH","MADISON","39097","MITT ROMNEY","REPUBLICAN",10342,17517,59.039789918365
"2012","OHIO","OH","MAHONING","39099","BARACK OBAMA","DEMOCRAT",77059,121310,63.5223806776028
"2012","OHIO","OH","MARION","39101","MITT ROMNEY","REPUBLICAN",14265,27352,52.1534074290728
"2012","OHIO","OH","MEDINA","39103","MITT ROMNEY","REPUBLICAN",50418,90783,55.5368295826311
"2012","OHIO","OH","MEIGS","39105","MITT ROMNEY","REPUBLICAN",5895,10218,57.6923076923077
"2012","OHIO","OH","MERCER","39107","MITT ROMNEY","REPUBLICAN",16561,21661,76.455380638013
"2012","OHIO","OH","MIAMI","39109","MITT ROMNEY","REPUBLICAN",34606,51936,66.6320086260012
"2012","OHIO","OH","MONROE","39111","MITT ROMNEY","REPUBLICAN",3548,6782,52.3149513417871
"2012","OHIO","OH","MONTGOMERY","39113","BARACK OBAMA","DEMOCRAT",137139,266278,51.5021894411104
"2012","OHIO","OH","MORGAN","39115","MITT ROMNEY","REPUBLICAN",3179,6129,51.8681677271986
"2012","OHIO","OH","MORROW","39117","MITT ROMNEY","REPUBLICAN",9865,16184,60.9552644587247
"2012","OHIO","OH","MUSKINGUM","39119","MITT ROMNEY","REPUBLICAN",19264,37085,51.9455305379534
"2012","OHIO","OH","NOBLE","39121","MITT ROMNEY","REPUBLICAN",3563,5872,60.6777929155313
"2012","OHIO","OH","OTTAWA","39123","BARACK OBAMA","DEMOCRAT",11503,22456,51.2246170288564
"2012","OHIO","OH","PAULDING","39125","MITT ROMNEY","REPUBLICAN",5354,9128,58.6546888694128
"2012","OHIO","OH","PERRY","39127","MITT ROMNEY","REPUBLICAN",7627,14984,50.9009610250934
"2012","OHIO","OH","PICKAWAY","39129","MITT ROMNEY","REPUBLICAN",14037,24123,58.1892799403059
"2012","OHIO","OH","PIKE","39131","MITT ROMNEY","REPUBLICAN",5685,11581,49.0890251273638
"2012","OHIO","OH","PORTAGE","39133","BARACK OBAMA","DEMOCRAT",39453,76239,51.7491047888876
"2012","OHIO","OH","PREBLE","39135","MITT ROMNEY","REPUBLICAN",13535,20169,67.1079379245377
"2012","OHIO","OH","PUTNAM","39137","MITT ROMNEY","REPUBLICAN",13721,18372,74.6843021989985
"2012","OHIO","OH","RICHLAND","39139","MITT ROMNEY","REPUBLICAN",33867,57715,58.6797193104046
"2012","OHIO","OH","ROSS","39141","MITT ROMNEY","REPUBLICAN",15008,30083,49.8886414253898
"2012","OHIO","OH","SANDUSKY","39143","BARACK OBAMA","DEMOCRAT",14541,28994,50.1517555356281
"2012","OHIO","OH","SCIOTO","39145","MITT ROMNEY","REPUBLICAN",15492,31161,49.7159911427746
"2012","OHIO","OH","SENECA","39147","MITT ROMNEY","REPUBLICAN",13243,25262,52.4226110363392
"2012","OHIO","OH","SHELBY","39149","MITT ROMNEY","REPUBLICAN",17142,23866,71.8260286600184
"2012","OHIO","OH","STARK","39151","BARACK OBAMA","DEMOCRAT",89432,181477,49.2800740589717
"2012","OHIO","OH","SUMMIT","39153","BARACK OBAMA","DEMOCRAT",153037,267711,57.1650025587294
"2012","OHIO","OH","TRUMBULL","39155","BARACK OBAMA","DEMOCRAT",61672,101719,60.6297741818146
"2012","OHIO","OH","TUSCARAWAS","39157","MITT ROMNEY","REPUBLICAN",22242,41613,53.4496431403648
"2012","OHIO","OH","UNION","39159","MITT ROMNEY","REPUBLICAN",16289,25567,63.7110337544491
"2012","OHIO","OH","VAN WERT","39161","MITT ROMNEY","REPUBLICAN",9585,13866,69.1259195153613
"2012","OHIO","OH","VINTON","39163","MITT ROMNEY","REPUBLICAN",2856,5467,52.2407170294494
"2012","OHIO","OH","WARREN","39165","MITT ROMNEY","REPUBLICAN",76561,111004,68.9713884184354
"2012","OHIO","OH","WASHINGTON","39167","MITT ROMNEY","REPUBLICAN",17284,29499,58.5918166717516
"2012","OHIO","OH","WAYNE","39169","MITT ROMNEY","REPUBLICAN",30251,51064,59.2413441955194
"2012","OHIO","OH","WILLIAMS","39171","MITT ROMNEY","REPUBLICAN",10047,17706,56.7434767875297
"2012","OHIO","OH","WOOD","39173","BARACK OBAMA","DEMOCRAT",32802,63948,51.2948020266467
"2012","OHIO","OH","WYANDOT","39175","MITT ROMNEY","REPUBLICAN",6180,10572,58.4562996594779
"2012","OKLAHOMA","OK","ADAIR","40001","MITT ROMNEY","REPUBLICAN",4381,6508,67.3171481253841
"2012","OKLAHOMA","OK","ALFALFA","40003","MITT ROMNEY","REPUBLICAN",1761,2083,84.5415266442631
"2012","OKLAHOMA","OK","ATOKA","40005","MITT ROMNEY","REPUBLICAN",3538,4781,74.00125496758
"2012","OKLAHOMA","OK","BEAVER","40007","MITT ROMNEY","REPUBLICAN",2062,2306,89.4189071986123
"2012","OKLAHOMA","OK","BECKHAM","40009","MITT ROMNEY","REPUBLICAN",5508,6925,79.5379061371841
"2012","ARIZONA","AZ","APACHE","4001","BARACK OBAMA","DEMOCRAT",17147,25848,66.3378211080161
"2012","OKLAHOMA","OK","BLAINE","40011","MITT ROMNEY","REPUBLICAN",2824,3816,74.0041928721174
"2012","OKLAHOMA","OK","BRYAN","40013","MITT ROMNEY","REPUBLICAN",9520,13201,72.1157488069086
"2012","OKLAHOMA","OK","CADDO","40015","MITT ROMNEY","REPUBLICAN",5687,8851,64.252626821828
"2012","OKLAHOMA","OK","CANADIAN","40017","MITT ROMNEY","REPUBLICAN",35625,46162,77.1738659503488
"2012","OKLAHOMA","OK","CARTER","40019","MITT ROMNEY","REPUBLICAN",12214,17122,71.335124401355
"2012","OKLAHOMA","OK","CHEROKEE","40021","MITT ROMNEY","REPUBLICAN",8162,14306,57.0529847616385
"2012","OKLAHOMA","OK","CHOCTAW","40023","MITT ROMNEY","REPUBLICAN",3572,5066,70.509277536518
"2012","OKLAHOMA","OK","CIMARRON","40025","MITT ROMNEY","REPUBLICAN",1082,1197,90.3926482873851
"2012","OKLAHOMA","OK","CLEVELAND","40027","MITT ROMNEY","REPUBLICAN",59116,93887,62.9650537348089
"2012","OKLAHOMA","OK","COAL","40029","MITT ROMNEY","REPUBLICAN",1710,2359,72.4883425180161
"2012","ARIZONA","AZ","COCHISE","4003","MITT ROMNEY","REPUBLICAN",29497,49003,60.1942738199702
"2012","OKLAHOMA","OK","COMANCHE","40031","MITT ROMNEY","REPUBLICAN",17664,30185,58.5191320192148
"2012","OKLAHOMA","OK","COTTON","40033","MITT ROMNEY","REPUBLICAN",1796,2453,73.2164696290257
"2012","OKLAHOMA","OK","CRAIG","40035","MITT ROMNEY","REPUBLICAN",3559,5306,67.0750094232944
"2012","OKLAHOMA","OK","CREEK","40037","MITT ROMNEY","REPUBLICAN",18986,26114,72.7042965459141
"2012","OKLAHOMA","OK","CUSTER","40039","MITT ROMNEY","REPUBLICAN",7446,9805,75.9408465068842
"2012","OKLAHOMA","OK","DELAWARE","40041","MITT ROMNEY","REPUBLICAN",10080,14276,70.6080134491454
"2012","OKLAHOMA","OK","DEWEY","40043","MITT ROMNEY","REPUBLICAN",1792,2093,85.61872909699
"2012","OKLAHOMA","OK","ELLIS","40045","MITT ROMNEY","REPUBLICAN",1575,1801,87.4514158800666
"2012","OKLAHOMA","OK","GARFIELD","40047","MITT ROMNEY","REPUBLICAN",15177,19910,76.2280261175289
"2012","OKLAHOMA","OK","GARVIN","40049","MITT ROMNEY","REPUBLICAN",6925,9484,73.0177140447069
"2012","ARIZONA","AZ","COCONINO","4005","BARACK OBAMA","DEMOCRAT",29257,51731,56.5560302333224
"2012","OKLAHOMA","OK","GRADY","40051","MITT ROMNEY","REPUBLICAN",14833,19619,75.6052805953413
"2012","OKLAHOMA","OK","GRANT","40053","MITT ROMNEY","REPUBLICAN",1675,2068,80.9961315280464
"2012","OKLAHOMA","OK","GREER","40055","MITT ROMNEY","REPUBLICAN",1344,1832,73.3624454148472
"2012","OKLAHOMA","OK","HARMON","40057","MITT ROMNEY","REPUBLICAN",659,923,71.397616468039
"2012","OKLAHOMA","OK","HARPER","40059","MITT ROMNEY","REPUBLICAN",1261,1434,87.9358437935844
"2012","OKLAHOMA","OK","HASKELL","40061","MITT ROMNEY","REPUBLICAN",3069,4244,72.3138548539114
"2012","OKLAHOMA","OK","HUGHES","40063","MITT ROMNEY","REPUBLICAN",2838,4208,67.4429657794677
"2012","OKLAHOMA","OK","JACKSON","40065","MITT ROMNEY","REPUBLICAN",5965,7919,75.325167319106
"2012","OKLAHOMA","OK","JEFFERSON","40067","MITT ROMNEY","REPUBLICAN",1634,2239,72.9790084859312
"2012","OKLAHOMA","OK","JOHNSTON","40069","MITT ROMNEY","REPUBLICAN",2649,3786,69.9683042789223
"2012","ARIZONA","AZ","GILA","4007","MITT ROMNEY","REPUBLICAN",13455,21528,62.5
"2012","OKLAHOMA","OK","KAY","40071","MITT ROMNEY","REPUBLICAN",11499,16126,71.3072057546819
"2012","OKLAHOMA","OK","KINGFISHER","40073","MITT ROMNEY","REPUBLICAN",4870,5768,84.4313453536755
"2012","OKLAHOMA","OK","KIOWA","40075","MITT ROMNEY","REPUBLICAN",2316,3422,67.6797194623027
"2012","OKLAHOMA","OK","LATIMER","40077","MITT ROMNEY","REPUBLICAN",2628,3798,69.1943127962085
"2012","OKLAHOMA","OK","LE FLORE","40079","MITT ROMNEY","REPUBLICAN",11177,15839,70.5663236315424
"2012","OKLAHOMA","OK","LINCOLN","40081","MITT ROMNEY","REPUBLICAN",9553,12826,74.4815219086231
"2012","OKLAHOMA","OK","LOGAN","40083","MITT ROMNEY","REPUBLICAN",12314,17038,72.273741049419
"2012","OKLAHOMA","OK","LOVE","40085","MITT ROMNEY","REPUBLICAN",2436,3470,70.2017291066282
"2012","OKLAHOMA","OK","MCCLAIN","40087","MITT ROMNEY","REPUBLICAN",11112,14306,77.6737033412554
"2012","OKLAHOMA","OK","MCCURTAIN","40089","MITT ROMNEY","REPUBLICAN",7635,10075,75.7816377171216
"2012","ARIZONA","AZ","GRAHAM","4009","MITT ROMNEY","REPUBLICAN",8076,11855,68.1231547870097
"2012","OKLAHOMA","OK","MCINTOSH","40091","MITT ROMNEY","REPUBLICAN",4509,7288,61.8688254665203
"2012","OKLAHOMA","OK","MAJOR","40093","MITT ROMNEY","REPUBLICAN",2700,3146,85.8232676414495
"2012","OKLAHOMA","OK","MARSHALL","40095","MITT ROMNEY","REPUBLICAN",3744,5140,72.84046692607
"2012","OKLAHOMA","OK","MAYES","40097","MITT ROMNEY","REPUBLICAN",9637,14460,66.6459197786999
"2012","OKLAHOMA","OK","MURRAY","40099","MITT ROMNEY","REPUBLICAN",3606,5146,70.0738437621454
"2012","OKLAHOMA","OK","MUSKOGEE","40101","MITT ROMNEY","REPUBLICAN",13404,23356,57.3899640349375
"2012","OKLAHOMA","OK","NOBLE","40103","MITT ROMNEY","REPUBLICAN",3488,4631,75.3185057223062
"2012","OKLAHOMA","OK","NOWATA","40105","MITT ROMNEY","REPUBLICAN",2832,4076,69.4798822374877
"2012","OKLAHOMA","OK","OKFUSKEE","40107","MITT ROMNEY","REPUBLICAN",2335,3591,65.0236702868282
"2012","OKLAHOMA","OK","OKLAHOMA","40109","MITT ROMNEY","REPUBLICAN",149728,256710,58.3257372131978
"2012","ARIZONA","AZ","GREENLEE","4011","MITT ROMNEY","REPUBLICAN",1592,2974,53.5305985205111
"2012","OKLAHOMA","OK","OKMULGEE","40111","MITT ROMNEY","REPUBLICAN",7731,13163,58.7328116690724
"2012","OKLAHOMA","OK","OSAGE","40113","MITT ROMNEY","REPUBLICAN",11242,17946,62.6434860135964
"2012","OKLAHOMA","OK","OTTAWA","40115","MITT ROMNEY","REPUBLICAN",6466,9975,64.8220551378446
"2012","OKLAHOMA","OK","PAWNEE","40117","MITT ROMNEY","REPUBLICAN",4232,6045,70.0082712985939
"2012","OKLAHOMA","OK","PAYNE","40119","MITT ROMNEY","REPUBLICAN",16481,25679,64.1808481638693
"2012","ARIZONA","AZ","LA PAZ","4012","MITT ROMNEY","REPUBLICAN",3714,5717,64.9641420325345
"2012","OKLAHOMA","OK","PITTSBURG","40121","MITT ROMNEY","REPUBLICAN",10841,15672,69.1743236345074
"2012","OKLAHOMA","OK","PONTOTOC","40123","MITT ROMNEY","REPUBLICAN",8945,12892,69.384114179336
"2012","OKLAHOMA","OK","POTTAWATOMIE","40125","MITT ROMNEY","REPUBLICAN",16250,23438,69.3318542537759
"2012","OKLAHOMA","OK","PUSHMATAHA","40127","MITT ROMNEY","REPUBLICAN",3087,4130,74.7457627118644
"2012","OKLAHOMA","OK","ROGER MILLS","40129","MITT ROMNEY","REPUBLICAN",1402,1674,83.7514934289128
"2012","ARIZONA","AZ","MARICOPA","4013","MITT ROMNEY","REPUBLICAN",749885,1376558,54.4753653678232
"2012","OKLAHOMA","OK","ROGERS","40131","MITT ROMNEY","REPUBLICAN",27553,36701,75.0742486580747
"2012","OKLAHOMA","OK","SEMINOLE","40133","MITT ROMNEY","REPUBLICAN",4856,7456,65.1287553648069
"2012","OKLAHOMA","OK","SEQUOYAH","40135","MITT ROMNEY","REPUBLICAN",9578,13771,69.5519570111103
"2012","OKLAHOMA","OK","STEPHENS","40137","MITT ROMNEY","REPUBLICAN",12908,16847,76.6189826081795
"2012","OKLAHOMA","OK","TEXAS","40139","MITT ROMNEY","REPUBLICAN",4930,5792,85.1174033149171
"2012","OKLAHOMA","OK","TILLMAN","40141","MITT ROMNEY","REPUBLICAN",1815,2721,66.7034178610805
"2012","OKLAHOMA","OK","TULSA","40143","MITT ROMNEY","REPUBLICAN",145062,227806,63.6778662546202
"2012","OKLAHOMA","OK","WAGONER","40145","MITT ROMNEY","REPUBLICAN",20900,28691,72.845143076226
"2012","OKLAHOMA","OK","WASHINGTON","40147","MITT ROMNEY","REPUBLICAN",15668,21200,73.9056603773585
"2012","OKLAHOMA","OK","WASHITA","40149","MITT ROMNEY","REPUBLICAN",3494,4316,80.9545875810936
"2012","ARIZONA","AZ","MOHAVE","4015","MITT ROMNEY","REPUBLICAN",49168,70010,70.2299671475504
"2012","OKLAHOMA","OK","WOODS","40151","MITT ROMNEY","REPUBLICAN",2727,3398,80.2530900529723
"2012","OKLAHOMA","OK","WOODWARD","40153","MITT ROMNEY","REPUBLICAN",5945,7078,83.9926532918904
"2012","ARIZONA","AZ","NAVAJO","4017","MITT ROMNEY","REPUBLICAN",19884,37335,53.2583366813982
"2012","ARIZONA","AZ","PIMA","4019","BARACK OBAMA","DEMOCRAT",201251,382250,52.6490516677567
"2012","ARIZONA","AZ","PINAL","4021","MITT ROMNEY","REPUBLICAN",62079,108315,57.3133914970226
"2012","ARIZONA","AZ","SANTA CRUZ","4023","BARACK OBAMA","DEMOCRAT",9486,13894,68.2740751403484
"2012","ARIZONA","AZ","YAVAPAI","4025","MITT ROMNEY","REPUBLICAN",64468,100283,64.2860704207094
"2012","ARIZONA","AZ","YUMA","4027","MITT ROMNEY","REPUBLICAN",23352,41953,55.6622887516983
"2012","OREGON","OR","BAKER","41001","MITT ROMNEY","REPUBLICAN",5702,8448,67.4952651515152
"2012","OREGON","OR","BENTON","41003","BARACK OBAMA","DEMOCRAT",27776,44802,61.9972322664167
"2012","OREGON","OR","CLACKAMAS","41005","BARACK OBAMA","DEMOCRAT",95493,189332,50.4367988506961
"2012","OREGON","OR","CLATSOP","41007","BARACK OBAMA","DEMOCRAT",9861,17818,55.3429116623639
"2012","OREGON","OR","COLUMBIA","41009","BARACK OBAMA","DEMOCRAT",12004,23875,50.2785340314136
"2012","OREGON","OR","COOS","41011","MITT ROMNEY","REPUBLICAN",14673,28686,51.1503869483372
"2012","OREGON","OR","CROOK","41013","MITT ROMNEY","REPUBLICAN",6790,10230,66.3734115347019
